Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Number_of_Subjects,Average_Score
ID03669,Male,19,Mathematics,73.3,3.7,2.91,6.6,10,3.13,6,67.05
ID03670,Male,21,Computer Science,86.8,8.0,2.53,7.4,7,3.27,5,76.84
ID03671,Male,20,Mathematics,79.7,3.3,3.4,7.4,13,3.49,4,69.33
ID03672,Male,22,Engineering,97.6,6.1,2.64,7.8,9,3.05,4,69.52
ID03673,Female,20,Business,82.6,4.1,3.36,6.8,9,3.82,6,73.6
ID03674,Male,20,Psychology,84.1,0.8,4.0,6.7,6,4.0,4,76.31
ID03675,Female,23,Mathematics,92.3,1.8,3.59,7.0,12,3.85,7,82.03
ID03676,Male,24,Computer Science,100.0,2.0,3.8,8.2,7,3.8,6,84.26
ID03677,Male,19,Mathematics,98.3,2.3,2.74,6.0,7,3.18,5,69.68
ID03678,Male,18,Economics,83.7,3.1,3.48,6.9,5,3.68,7,74.18
ID03679,Female,20,Mathematics,85.0,7.0,2.53,7.4,11,2.99,6,69.18
ID03680,Male,21,Computer Science,77.1,3.4,2.98,6.2,10,2.94,7,62.69
ID03681,Female,18,Economics,70.8,2.5,3.97,7.7,6,3.81,7,79.63
ID03682,Male,21,Economics,76.7,6.3,2.8,7.5,8,2.77,4,71.75
ID03683,Female,21,Computer Science,73.4,6.3,3.66,4.0,13,3.9,5,85.13
ID03684,Male,18,Economics,94.8,0.6,3.61,7.1,12,3.89,6,73.91
ID03685,Female,18,Business,68.9,3.6,3.64,9.1,5,3.38,8,74.05
ID03686,Female,24,Psychology,100.0,7.5,2.47,9.2,5,2.97,4,74.47
ID03687,Female,21,Business,96.3,3.3,3.36,8.0,8,3.53,4,79.55
ID03688,Male,19,Business,85.3,1.9,3.02,8.9,7,3.25,8,62.24
ID03689,Male,24,Computer Science,85.0,6.1,3.64,6.8,5,4.0,8,85.71
ID03690,Male,22,Computer Science,76.6,1.7,2.27,7.9,9,2.4,4,53.7
ID03691,Female,23,Psychology,89.1,4.1,3.28,7.2,7,3.61,6,72.4
ID03692,Male,22,Mathematics,100.0,3.3,3.21,8.0,2,3.62,7,69.48
ID03693,Female,19,Business,74.5,1.2,2.1,9.8,16,1.43,4,49.49
ID03694,Male,24,Economics,62.0,6.8,2.66,8.5,6,2.92,5,70.02
ID03695,Male,23,Psychology,95.5,4.7,2.18,6.5,6,2.59,5,68.27
ID03696,Male,24,Business,89.9,8.1,2.74,9.4,9,3.12,7,77.42
ID03697,Female,18,Mathematics,68.2,3.6,3.37,7.4,7,3.25,5,76.47
ID03698,Female,23,Economics,74.0,2.0,3.2,8.0,4,3.21,6,66.37
ID03699,Female,21,Business,72.1,1.2,3.18,6.6,5,3.19,5,67.01
ID03700,Male,22,Engineering,74.1,6.4,2.58,8.1,11,2.48,7,65.45
ID03701,Female,23,Psychology,80.1,1.8,3.66,7.6,8,3.77,4,72.41
ID03702,Female,21,Computer Science,81.0,12.9,3.09,8.7,7,3.74,5,86.5
ID03703,Male,24,Business,75.2,9.9,3.12,6.2,6,3.61,5,75.32
ID03704,Female,19,Economics,73.6,3.9,3.57,8.4,10,3.71,8,79.15
ID03705,Female,23,Economics,81.6,3.1,2.6,4.0,12,2.9,8,60.43
ID03706,Female,21,Psychology,87.5,2.3,3.21,6.1,7,3.28,6,68.21
ID03707,Female,24,Psychology,80.3,2.5,3.31,5.0,5,3.65,4,67.05
ID03708,Male,24,Economics,100.0,11.6,2.83,7.5,5,3.37,7,86.5
ID03709,Male,24,Economics,92.6,2.8,3.43,8.4,7,3.78,6,81.2
ID03710,Female,19,Economics,61.1,4.9,3.34,7.0,8,3.4,8,77.28
ID03711,Male,18,Business,92.9,5.1,3.05,9.0,13,3.45,5,70.38
ID03712,Female,19,Economics,94.1,6.6,3.03,5.8,5,3.24,8,77.32
ID03713,Female,19,Computer Science,78.5,4.7,3.36,4.9,7,3.21,8,72.12
ID03714,Female,22,Economics,62.6,3.7,3.49,8.1,13,3.41,5,74.0
ID03715,Female,24,Computer Science,85.1,2.2,3.13,8.8,4,3.11,7,69.57
ID03716,Male,21,Business,84.9,5.1,3.66,7.2,6,4.0,5,79.84
ID03717,Male,23,Psychology,68.2,4.5,3.43,9.7,11,3.51,5,73.43
ID03718,Male,22,Computer Science,63.2,2.8,2.21,7.8,11,2.26,5,50.36
ID03719,Male,24,Business,83.7,4.8,2.4,7.6,8,2.73,7,68.37
ID03720,Male,20,Economics,81.5,3.5,3.69,6.4,10,3.82,5,79.75
ID03721,Male,19,Business,78.7,4.5,2.98,5.0,7,2.86,7,71.66
ID03722,Female,20,Economics,83.7,5.6,3.18,6.6,14,3.72,6,67.85
ID03723,Female,24,Business,68.5,4.1,3.67,9.4,5,3.56,7,75.59
ID03724,Male,22,Psychology,78.5,6.0,3.1,7.3,4,3.2,8,80.5
ID03725,Male,21,Computer Science,93.0,4.0,3.12,6.4,11,3.3,4,78.13
ID03726,Female,22,Psychology,79.8,6.6,2.67,5.6,8,2.79,8,64.32
ID03727,Male,21,Engineering,59.9,3.0,3.28,7.8,8,3.03,4,65.13
ID03728,Male,21,Economics,77.9,1.9,3.39,5.3,5,3.21,6,66.28
ID03729,Male,24,Computer Science,68.9,4.3,2.81,7.5,7,2.98,5,69.6
ID03730,Female,18,Psychology,89.0,9.1,2.64,6.3,8,3.4,7,77.48
ID03731,Male,24,Computer Science,89.8,6.2,4.0,6.6,10,4.0,7,87.55
ID03732,Female,19,Engineering,60.1,9.1,3.05,8.0,6,3.37,8,75.26
ID03733,Male,22,Mathematics,96.4,2.8,2.76,5.6,11,3.12,6,59.83
ID03734,Male,21,Economics,68.3,3.7,3.45,7.0,7,3.44,8,68.66
ID03735,Male,24,Economics,100.0,1.9,3.07,4.7,5,3.28,5,71.12
ID03736,Male,24,Business,84.3,1.6,2.56,6.8,13,2.82,5,62.01
ID03737,Female,22,Economics,66.3,8.4,3.34,7.7,8,3.75,5,73.48
ID03738,Female,22,Economics,67.9,7.9,2.67,8.2,7,2.81,6,68.34
ID03739,Female,21,Psychology,90.2,5.4,3.89,8.7,12,4.0,7,89.87
ID03740,Female,23,Economics,79.1,2.8,3.35,8.0,14,3.32,8,67.08
ID03741,Female,20,Economics,83.6,5.7,2.96,6.4,6,3.25,5,73.69
ID03742,Female,19,Engineering,100.0,7.5,3.15,4.3,10,3.73,5,83.51
ID03743,Female,19,Engineering,74.5,9.7,3.55,8.5,4,3.93,8,91.98
ID03744,Male,23,Computer Science,85.9,1.3,3.19,6.2,8,3.49,6,67.25
ID03745,Male,18,Computer Science,100.0,3.1,4.0,4.8,5,4.0,5,85.69
ID03746,Male,23,Economics,89.1,2.9,3.67,9.8,6,3.81,8,81.1
ID03747,Female,18,Economics,60.9,3.4,3.34,6.9,9,3.17,6,63.97
ID03748,Male,18,Business,92.6,5.1,2.63,7.7,4,2.87,8,68.85
ID03749,Male,23,Computer Science,67.6,0.9,3.03,7.3,3,2.93,8,59.0
ID03750,Female,19,Psychology,100.0,2.8,3.34,7.0,6,3.45,8,76.11
ID03751,Female,20,Economics,72.7,2.9,2.69,6.4,4,2.52,6,63.51
ID03752,Female,19,Psychology,100.0,4.0,3.75,6.1,8,4.0,7,86.22
ID03753,Male,24,Economics,100.0,4.3,2.61,10.0,10,2.82,8,67.24
ID03754,Female,19,Psychology,73.1,3.3,2.78,4.8,8,2.69,5,63.51
ID03755,Male,19,Mathematics,85.3,10.8,2.82,6.4,12,3.44,4,86.17
ID03756,Male,23,Psychology,96.3,3.5,3.47,5.7,12,3.87,5,76.29
ID03757,Male,23,Computer Science,96.8,5.1,2.7,7.8,7,3.29,7,71.96
ID03758,Male,24,Economics,91.6,5.6,2.2,6.4,9,2.45,6,63.77
ID03759,Male,24,Computer Science,100.0,2.1,3.64,6.3,11,4.0,4,79.06
ID03760,Female,23,Psychology,83.2,2.2,2.88,8.0,14,3.01,6,59.91
ID03761,Male,19,Engineering,79.5,5.7,2.57,9.9,6,2.54,4,70.84
ID03762,Female,20,Engineering,79.8,7.9,2.72,5.8,5,3.0,6,70.83
ID03763,Male,18,Engineering,97.9,9.7,3.96,4.7,5,4.0,6,100.0
ID03764,Male,22,Economics,90.5,2.1,2.77,7.1,15,2.85,7,63.05
ID03765,Male,18,Business,89.4,6.8,3.04,8.3,7,3.54,6,75.87
ID03766,Male,24,Mathematics,96.9,3.8,2.88,6.7,5,3.29,6,75.06
ID03767,Female,24,Psychology,54.2,7.9,2.48,7.9,5,2.61,7,66.43
ID03768,Male,18,Business,89.7,4.8,2.73,6.2,7,3.28,7,70.19
ID03769,Male,22,Engineering,88.3,5.4,2.45,10.0,8,2.96,8,68.85
ID03770,Male,19,Psychology,100.0,8.7,3.58,7.9,6,4.0,5,90.76
ID03771,Male,20,Business,62.1,9.2,3.15,6.3,5,3.54,6,77.21
ID03772,Female,20,Computer Science,100.0,4.2,4.0,5.9,7,4.0,5,86.42
ID03773,Male,18,Engineering,86.1,1.2,2.75,7.4,11,2.76,6,64.45
ID03774,Female,22,Business,92.3,2.4,2.67,8.0,6,3.06,4,62.51
ID03775,Female,24,Economics,100.0,11.7,3.87,5.0,9,4.0,6,100.0
ID03776,Female,21,Computer Science,93.4,5.5,3.63,7.0,10,4.0,4,83.31
ID03777,Female,19,Engineering,91.0,2.1,3.29,8.1,4,3.25,6,72.25
ID03778,Female,18,Mathematics,88.6,2.7,2.54,7.5,9,2.85,8,64.75
ID03779,Female,20,Engineering,77.7,7.2,3.97,7.9,7,4.0,8,88.48
ID03780,Female,24,Economics,84.6,10.7,3.06,9.2,7,3.57,6,83.73
ID03781,Male,23,Mathematics,74.3,4.0,2.88,4.0,10,2.92,4,66.08
ID03782,Male,23,Mathematics,84.3,7.9,3.67,7.3,13,4.0,5,90.02
ID03783,Male,22,Mathematics,50.0,6.7,3.09,4.0,6,2.79,4,66.4
ID03784,Female,22,Psychology,91.4,4.8,2.52,6.9,11,2.78,7,66.72
ID03785,Female,18,Psychology,83.2,6.0,3.12,8.9,8,3.56,8,75.73
ID03786,Male,21,Mathematics,80.0,4.7,2.71,6.8,12,2.96,6,69.26
ID03787,Female,20,Computer Science,88.3,8.1,1.6,5.6,6,2.21,4,59.98
ID03788,Male,18,Mathematics,63.5,6.1,2.66,8.2,10,2.63,4,70.07
ID03789,Male,21,Business,100.0,1.3,2.84,7.2,11,3.06,8,66.18
ID03790,Female,24,Mathematics,83.5,3.5,2.52,7.3,9,2.84,5,61.81
ID03791,Male,22,Psychology,82.8,2.1,3.39,10.0,5,3.63,4,71.0
ID03792,Male,23,Psychology,70.5,4.3,2.71,4.7,12,2.57,4,59.54
ID03793,Female,19,Business,85.4,3.4,3.34,6.0,11,3.8,5,70.96
ID03794,Female,24,Business,100.0,2.6,2.48,7.6,8,2.86,7,62.71
ID03795,Male,23,Engineering,100.0,1.7,3.55,8.8,13,3.62,8,80.62
ID03796,Female,20,Computer Science,97.8,0.8,2.46,5.6,7,2.4,5,59.78
ID03797,Male,20,Computer Science,93.2,8.0,1.93,6.4,10,2.48,7,64.38
ID03798,Male,23,Computer Science,79.6,8.0,3.72,6.9,9,4.0,4,90.73
ID03799,Male,24,Economics,63.2,1.6,2.67,6.8,6,2.41,4,60.37
ID03800,Female,23,Psychology,82.0,4.8,3.98,8.0,7,4.0,4,88.59
ID03801,Male,21,Computer Science,81.5,1.1,3.38,6.9,6,3.66,8,66.49
ID03802,Female,18,Engineering,100.0,2.3,3.5,8.0,8,3.64,6,76.24
ID03803,Female,22,Engineering,89.6,3.2,3.62,5.2,14,3.82,8,84.02
ID03804,Female,21,Computer Science,100.0,2.5,3.16,7.2,13,3.49,4,74.17
ID03805,Male,19,Business,100.0,5.5,3.16,7.1,13,3.66,4,78.65
ID03806,Female,23,Engineering,78.2,0.4,3.74,8.3,8,3.68,8,73.93
ID03807,Male,19,Business,58.1,2.3,3.16,10.0,5,2.87,4,65.6
ID03808,Male,19,Psychology,100.0,6.4,2.74,8.4,8,3.04,4,73.76
ID03809,Male,21,Economics,100.0,1.0,3.39,5.9,8,3.34,6,74.27
ID03810,Male,22,Engineering,64.5,2.5,2.04,7.9,15,1.86,7,51.95
ID03811,Female,24,Business,100.0,7.0,3.76,6.9,4,4.0,5,87.22
ID03812,Male,20,Computer Science,90.7,11.4,3.77,6.5,8,4.0,6,97.35
ID03813,Male,18,Psychology,87.4,8.0,3.7,6.2,9,4.0,7,85.38
ID03814,Female,20,Mathematics,100.0,3.2,3.68,6.1,6,4.0,6,79.05
ID03815,Male,22,Mathematics,100.0,11.3,3.06,5.3,10,3.58,5,87.99
ID03816,Female,20,Computer Science,94.8,6.6,3.05,5.1,9,3.56,4,80.27
ID03817,Male,23,Psychology,92.1,1.7,2.49,8.0,9,2.73,6,59.7
ID03818,Female,23,Psychology,94.2,1.1,3.97,6.5,4,4.0,8,78.39
ID03819,Female,21,Psychology,79.0,6.2,2.86,7.3,4,3.06,7,71.63
ID03820,Male,19,Psychology,84.2,3.6,3.27,5.7,11,3.64,8,69.77
ID03821,Male,22,Mathematics,71.5,1.6,3.23,7.9,9,3.12,4,66.77
ID03822,Male,22,Business,80.0,3.5,2.43,5.9,7,2.85,4,63.81
ID03823,Female,20,Psychology,79.5,7.3,2.23,5.0,7,2.23,6,64.9
ID03824,Male,21,Business,75.5,2.5,3.1,9.4,10,3.04,4,65.89
ID03825,Male,20,Psychology,87.1,2.5,2.87,7.3,16,2.97,6,67.36
ID03826,Male,20,Engineering,80.1,3.4,3.06,6.5,9,3.41,8,62.81
ID03827,Male,22,Economics,92.5,3.7,3.63,6.7,10,3.88,5,82.05
ID03828,Male,20,Engineering,60.7,3.0,3.21,6.5,10,3.23,6,74.62
ID03829,Female,19,Economics,83.3,5.6,3.48,7.7,16,3.61,7,79.51
ID03830,Male,20,Engineering,87.0,5.9,3.32,4.7,8,3.54,4,78.84
ID03831,Male,19,Psychology,80.3,3.7,2.94,4.3,3,3.28,8,70.13
ID03832,Female,22,Business,82.4,2.4,2.6,7.2,3,2.78,5,66.09
ID03833,Female,21,Economics,61.2,2.8,3.23,4.4,7,3.25,8,68.24
ID03834,Male,23,Mathematics,90.3,8.4,3.14,4.1,11,3.5,7,76.08
ID03835,Male,19,Computer Science,94.7,11.2,3.56,8.4,15,4.0,4,96.72
ID03836,Male,21,Economics,92.4,1.4,3.02,7.3,9,3.32,7,75.14
ID03837,Female,21,Economics,100.0,1.7,2.95,7.3,8,3.38,4,70.83
ID03838,Male,19,Mathematics,88.0,2.7,2.99,5.3,7,3.08,6,65.05
ID03839,Female,22,Psychology,92.2,8.5,2.64,9.1,7,3.17,8,77.2
ID03840,Female,18,Engineering,87.3,3.0,3.82,8.5,7,3.88,8,76.51
ID03841,Male,21,Engineering,95.3,5.6,3.67,5.0,11,4.0,8,89.19
ID03842,Male,21,Business,61.3,3.5,2.49,6.8,10,2.66,6,53.69
ID03843,Male,22,Psychology,71.6,2.8,3.5,6.4,5,3.65,6,71.85
ID03844,Male,22,Mathematics,100.0,3.3,2.18,6.9,7,2.67,5,59.0
ID03845,Male,20,Psychology,48.1,1.6,3.59,8.6,8,3.06,8,62.95
ID03846,Female,22,Psychology,82.9,6.0,2.75,6.4,9,3.27,6,75.0
ID03847,Female,21,Engineering,100.0,2.4,3.28,8.5,8,3.38,7,75.21
ID03848,Female,19,Mathematics,83.6,2.6,2.14,4.4,6,2.44,5,53.85
ID03849,Female,18,Computer Science,78.9,2.2,2.5,6.1,12,2.43,7,55.06
ID03850,Male,24,Economics,86.9,9.2,3.33,6.4,7,3.96,5,80.3
ID03851,Male,20,Engineering,79.7,2.9,2.75,6.2,8,2.6,7,59.78
ID03852,Male,24,Mathematics,85.5,4.4,2.68,7.0,8,3.19,4,67.36
ID03853,Female,19,Business,74.7,0.7,3.8,7.2,5,3.68,4,75.27
ID03854,Female,18,Economics,100.0,0.4,4.0,7.3,6,4.0,5,79.12
ID03855,Female,18,Economics,100.0,1.7,3.57,8.3,11,3.77,6,82.2
ID03856,Male,18,Engineering,83.0,6.9,2.55,8.1,8,2.85,7,67.46
ID03857,Male,23,Business,64.2,4.3,3.98,4.7,3,4.0,5,78.66
ID03858,Female,19,Engineering,77.1,9.8,2.32,7.2,7,2.79,4,67.54
ID03859,Male,20,Psychology,82.2,7.6,2.95,6.1,8,3.49,5,79.28
ID03860,Female,20,Mathematics,92.6,2.2,3.13,8.2,7,3.45,6,76.88
ID03861,Female,18,Business,69.9,3.5,4.0,8.9,5,3.79,6,74.19
ID03862,Female,19,Economics,73.5,8.3,3.56,8.3,11,3.69,7,82.89
ID03863,Male,23,Engineering,92.7,3.2,2.87,9.9,10,2.9,5,72.83
ID03864,Male,18,Economics,99.1,5.8,2.63,8.1,6,2.93,7,68.2
ID03865,Male,22,Business,75.7,1.5,3.6,8.5,8,3.62,7,73.13
ID03866,Male,24,Economics,65.0,4.8,2.83,5.8,8,2.81,7,68.43
ID03867,Male,20,Engineering,100.0,3.8,3.21,7.0,4,3.52,6,76.97
ID03868,Female,24,Engineering,96.7,2.2,2.42,8.0,3,2.76,8,63.5
ID03869,Female,21,Computer Science,81.0,3.5,3.38,7.4,6,3.52,5,79.01
ID03870,Male,18,Economics,98.0,4.7,3.34,5.6,2,3.57,7,85.67
ID03871,Male,22,Computer Science,83.1,6.8,2.48,5.6,6,2.88,4,68.29
ID03872,Male,20,Computer Science,98.0,9.4,3.62,4.3,10,4.0,4,91.48
ID03873,Male,24,Economics,87.4,6.3,3.38,7.6,9,3.9,8,78.17
ID03874,Female,23,Business,86.4,7.8,3.47,5.5,8,3.77,6,87.84
ID03875,Male,19,Psychology,83.3,2.0,2.91,8.0,6,3.12,7,60.72
ID03876,Male,20,Engineering,63.3,1.8,3.19,8.1,8,3.08,7,62.53
ID03877,Male,24,Mathematics,100.0,5.4,3.13,7.3,9,3.47,7,79.15
ID03878,Female,19,Computer Science,70.9,1.5,3.03,7.6,10,3.0,5,60.88
ID03879,Female,24,Business,64.6,3.3,3.19,8.5,3,3.29,4,67.45
ID03880,Male,19,Economics,81.8,6.2,3.73,8.7,10,4.0,4,91.83
ID03881,Male,23,Business,70.6,8.6,3.64,4.0,7,3.91,8,84.54
ID03882,Female,23,Business,84.2,4.8,2.51,8.1,5,2.67,5,63.86
ID03883,Female,18,Economics,95.3,1.9,3.59,7.7,4,3.95,6,80.03
ID03884,Male,18,Mathematics,99.9,3.9,3.7,7.4,9,4.0,6,84.37
ID03885,Female,20,Economics,97.2,4.2,3.02,7.7,4,3.56,4,78.54
ID03886,Female,23,Mathematics,80.4,2.4,3.35,6.5,8,3.66,6,71.46
ID03887,Female,22,Economics,85.7,1.2,3.35,4.0,7,3.35,4,69.14
ID03888,Female,24,Computer Science,91.1,6.3,2.68,6.1,8,3.07,4,66.87
ID03889,Female,24,Mathematics,58.6,3.4,2.91,4.3,6,2.46,4,56.6
ID03890,Male,24,Computer Science,93.6,5.8,3.48,4.5,6,3.73,8,77.34
ID03891,Female,20,Mathematics,63.1,4.6,2.85,8.6,5,2.94,6,65.3
ID03892,Male,24,Mathematics,100.0,3.4,3.59,6.2,9,3.84,8,77.08
ID03893,Female,21,Economics,78.9,3.1,3.75,7.4,10,3.63,6,81.25
ID03894,Male,19,Mathematics,82.2,3.7,3.67,7.0,11,4.0,5,78.5
ID03895,Female,24,Computer Science,73.5,5.4,4.0,9.0,6,4.0,7,83.44
ID03896,Female,19,Economics,75.6,0.6,3.05,7.1,6,2.74,8,59.51
ID03897,Male,18,Engineering,100.0,5.3,3.19,6.1,5,3.52,6,81.33
ID03898,Female,24,Computer Science,99.1,5.1,3.26,9.2,6,3.38,4,77.39
ID03899,Male,22,Engineering,61.8,6.3,3.07,6.3,11,3.34,5,67.31
ID03900,Female,23,Business,100.0,8.8,3.37,7.6,7,4.0,8,92.5
ID03901,Male,23,Economics,100.0,2.5,2.24,7.7,6,2.52,6,61.86
ID03902,Male,18,Business,80.8,1.4,3.2,5.1,9,3.34,8,66.3
ID03903,Female,21,Economics,89.6,4.4,2.41,8.4,12,2.82,6,66.26
ID03904,Male,20,Economics,84.8,4.2,2.62,9.0,6,2.69,4,65.65
ID03905,Female,20,Computer Science,100.0,3.1,3.47,5.3,16,3.24,8,80.06
ID03906,Male,22,Engineering,73.1,5.1,3.0,7.0,3,3.17,7,67.27
ID03907,Male,18,Economics,87.2,2.6,3.45,9.0,6,3.73,7,80.65
ID03908,Male,18,Engineering,78.6,3.4,2.99,4.6,9,2.96,8,65.82
ID03909,Female,21,Economics,63.5,5.3,3.65,7.9,6,3.94,4,81.33
ID03910,Male,24,Engineering,100.0,3.2,2.98,5.1,5,3.15,8,71.81
ID03911,Male,20,Business,67.3,4.2,2.12,6.5,7,2.2,5,56.8
ID03912,Male,24,Computer Science,88.3,3.2,3.21,6.7,8,3.7,8,74.82
ID03913,Male,18,Economics,58.9,1.9,2.02,5.2,4,1.72,4,49.74
ID03914,Female,24,Psychology,79.0,6.2,2.37,5.6,7,2.24,6,62.22
ID03915,Female,23,Engineering,91.3,5.9,2.66,6.9,6,3.05,7,74.43
ID03916,Male,22,Engineering,72.6,5.8,2.6,9.1,10,2.74,4,71.04
ID03917,Female,20,Psychology,93.8,3.6,2.83,7.7,8,2.96,4,68.79
ID03918,Male,21,Computer Science,81.0,6.5,2.58,4.5,4,3.1,8,68.83
ID03919,Female,22,Engineering,100.0,6.6,2.4,7.7,9,2.88,4,69.63
ID03920,Female,19,Computer Science,100.0,8.2,3.87,7.1,9,4.0,7,93.57
ID03921,Female,23,Engineering,76.2,3.6,2.76,6.1,6,2.77,8,69.33
ID03922,Male,21,Mathematics,86.2,4.4,1.98,6.3,7,2.35,7,54.56
ID03923,Female,22,Engineering,87.8,1.9,2.92,7.7,6,3.11,6,63.07
ID03924,Male,18,Mathematics,94.3,8.8,2.54,4.6,6,3.01,6,80.93
ID03925,Female,19,Economics,85.2,3.2,2.66,6.0,7,3.13,7,66.15
ID03926,Male,21,Computer Science,87.9,1.6,3.46,5.3,6,3.52,6,79.11
ID03927,Female,18,Engineering,81.3,8.3,2.88,5.8,13,3.53,6,75.17
ID03928,Female,23,Business,86.7,3.5,2.52,7.5,15,2.92,4,63.7
ID03929,Female,19,Business,100.0,10.7,3.32,7.1,9,4.0,7,90.07
ID03930,Male,20,Psychology,94.7,4.0,3.67,8.0,15,3.9,7,82.57
ID03931,Female,18,Business,95.5,2.4,3.37,4.0,11,3.54,7,69.69
ID03932,Male,22,Mathematics,95.8,6.3,1.87,6.6,7,2.36,4,64.32
ID03933,Female,24,Business,82.7,3.4,2.54,6.8,5,2.69,7,63.37
ID03934,Male,21,Business,89.8,5.7,3.12,4.5,10,3.45,7,76.58
ID03935,Male,19,Business,68.7,2.5,2.98,6.0,8,3.1,4,61.98
ID03936,Male,18,Engineering,100.0,5.3,2.94,7.0,12,3.18,8,73.34
ID03937,Male,20,Psychology,43.3,3.1,2.61,7.5,4,2.37,6,55.1
ID03938,Male,24,Computer Science,83.7,6.1,2.4,7.5,9,3.05,6,62.61
ID03939,Male,21,Psychology,100.0,3.7,4.0,4.0,11,4.0,7,88.94
ID03940,Male,21,Mathematics,64.5,4.4,3.11,6.1,3,3.1,6,73.91
ID03941,Female,18,Engineering,91.0,3.4,3.42,4.7,8,3.67,6,81.03
ID03942,Female,20,Economics,74.8,3.8,3.1,7.0,8,3.16,5,64.41
ID03943,Male,23,Engineering,79.5,6.0,3.12,6.4,12,3.11,8,73.16
ID03944,Male,24,Business,99.2,1.9,3.07,6.1,11,3.2,8,72.08
ID03945,Male,23,Business,88.0,4.7,2.54,10.0,5,2.89,4,66.11
ID03946,Male,19,Mathematics,54.5,13.9,2.34,5.4,6,2.52,7,69.4
ID03947,Female,18,Economics,70.4,7.7,3.29,7.0,9,3.46,4,79.39
ID03948,Female,24,Engineering,99.6,3.6,3.19,7.7,6,3.71,5,75.93
ID03949,Male,19,Economics,91.7,4.2,3.57,7.5,13,3.99,8,86.16
ID03950,Male,23,Computer Science,100.0,2.9,3.47,7.9,8,3.66,4,77.75
ID03951,Male,24,Psychology,100.0,5.5,2.7,7.5,11,3.11,5,76.63
ID03952,Female,21,Engineering,79.9,1.6,3.67,6.5,5,3.68,5,69.84
ID03953,Female,19,Economics,100.0,3.1,3.48,7.0,8,3.85,7,75.97
ID03954,Male,20,Computer Science,85.4,2.4,3.45,6.0,3,3.62,6,75.75
ID03955,Male,22,Computer Science,70.6,3.0,4.0,5.9,11,3.96,6,81.9
ID03956,Female,23,Psychology,75.5,4.5,4.0,5.0,6,3.91,8,80.0
ID03957,Female,23,Computer Science,51.1,0.6,3.44,8.2,12,2.9,6,61.35
ID03958,Male,20,Mathematics,100.0,3.3,3.38,8.7,5,3.66,7,73.93
ID03959,Male,24,Computer Science,100.0,2.9,3.64,6.1,8,3.97,4,80.31
ID03960,Male,24,Economics,69.8,6.8,2.81,6.9,5,3.09,5,72.2
ID03961,Female,24,Mathematics,81.6,2.1,2.82,9.4,10,2.93,8,62.07
ID03962,Male,19,Computer Science,86.4,4.6,3.44,8.7,9,3.82,8,77.35
ID03963,Male,18,Business,70.6,3.6,2.67,8.3,8,2.41,7,58.17
ID03964,Female,21,Computer Science,58.7,7.1,3.4,7.4,13,3.18,5,73.68
ID03965,Male,22,Mathematics,81.8,6.5,3.18,6.1,12,3.84,4,82.45
ID03966,Female,18,Computer Science,80.2,9.7,2.67,6.2,12,3.14,8,76.38
ID03967,Male,18,Computer Science,79.2,7.2,3.11,7.4,6,3.38,7,73.96
ID03968,Male,20,Computer Science,88.3,4.8,3.75,7.7,10,4.0,5,82.29
ID03969,Female,19,Mathematics,100.0,6.3,3.14,5.5,8,3.65,6,75.98
ID03970,Male,23,Computer Science,80.5,3.4,3.14,8.9,9,3.53,7,67.06
ID03971,Female,23,Psychology,87.6,4.3,3.26,9.1,5,3.72,6,79.41
ID03972,Male,20,Economics,95.9,4.4,3.33,8.2,5,3.54,8,78.14
ID03973,Male,19,Psychology,93.3,2.2,2.93,9.3,4,3.02,4,73.68
ID03974,Female,20,Mathematics,75.8,7.0,3.28,8.0,6,3.33,5,77.76
ID03975,Male,23,Business,86.4,8.5,2.58,7.4,7,3.04,4,73.97
ID03976,Female,18,Psychology,93.2,3.6,2.7,7.1,6,3.09,7,69.55
ID03977,Male,21,Economics,68.1,3.8,2.76,6.5,14,2.73,7,54.56
ID03978,Male,24,Engineering,100.0,2.6,3.33,7.0,7,3.55,8,76.6
ID03979,Male,19,Economics,100.0,1.8,3.18,5.4,7,3.38,6,72.18
ID03980,Male,22,Psychology,74.2,5.9,3.03,6.9,8,3.02,4,76.47
ID03981,Female,22,Engineering,87.9,1.9,3.45,5.2,10,3.42,6,76.11
ID03982,Female,18,Mathematics,94.6,1.8,3.29,5.8,13,3.55,4,69.09
ID03983,Male,20,Economics,76.8,5.7,2.96,8.8,6,3.11,7,75.03
ID03984,Male,20,Business,92.2,4.4,2.58,8.8,11,2.8,7,66.54
ID03985,Female,23,Engineering,87.4,5.9,2.69,5.7,7,3.07,8,67.92
ID03986,Female,18,Engineering,63.0,2.4,2.37,8.3,6,2.14,5,53.73
ID03987,Male,23,Economics,91.9,10.3,3.17,6.1,10,3.78,5,86.55
ID03988,Male,23,Psychology,68.5,2.2,2.67,6.0,6,2.44,4,62.85
ID03989,Male,22,Engineering,99.1,2.9,2.85,9.1,5,2.95,6,70.78
ID03990,Female,23,Mathematics,74.9,2.5,3.04,5.4,9,2.72,6,66.14
ID03991,Male,24,Economics,82.6,10.2,3.62,4.3,9,4.0,7,93.53
ID03992,Male,23,Mathematics,100.0,3.1,3.56,6.0,8,3.87,7,83.43
ID03993,Female,22,Economics,92.4,2.0,3.07,6.1,12,3.32,4,71.66
